case_idraw_,case_origin,section,is_control,has_vocals,ref_id,ref_origin,ref_title,ref_link,ref_genre,ref_language,ref_timestamp,sampleA_id,sampleA_origin,sampleA_title,sampleA_link,sampleA_genre,sampleA_language,sampleA_timestamp,sampleB_id,sampleB_origin,sampleB_title,sampleB_link,sampleB_source,sampleB_genre,sampleB_language,sampleB_timestamp,tr_strategy
c_205,human,HP,1,1,c_ref_205,smp_ac_60,Whitney Houston - I Know Him So Well,https://www.youtube.com/watch?v=UomwE7tYfTI,"pop, ballad",english,01:30-01:39,c_sA_205,suggested song,M.I.A. - Paper Planes,https://www.youtube.com/watch?v=ewRjZoRtu0Y,"pop, hip-hop",english,00:35-00:44,c_sB_205,different section of ref track,Whitney Houston - I Know Him So Well,https://www.youtube.com/watch?v=UomwE7tYfTI,yt,"pop, ballad",english,03:33-03:45,different section of ref track
c_206,human,HV,1,1,c_ref_206,C-0056576,Ornella Vanoni - Innamorati A Milano,https://www.youtube.com/watch?v=SE1QGkWfmfg,pop,italian,01:13-01:27,c_sA_206,suggested song,Mayra Andrade - Afeto,https://www.youtube.com/watch?v=B5PsIN_FkF4,"afrobeat, r&b",portuguese,01:52-02:03,c_sB_206,different section of ref track,Ornella Vanoni - Innamorati A Milano,https://www.youtube.com/watch?v=SE1QGkWfmfg,yt,pop,italian,02:11-02:25,different section of ref track
c_207,human,HV,1,1,c_ref_207,C-0056576,Ornella Vanoni - Innamorati A Milano,https://www.youtube.com/watch?v=SE1QGkWfmfg,pop,italian,01:05-01:17,c_sA_207,suggested song,CLIO - T'as vu,https://www.youtube.com/watch?v=9enP5t05wFU,"synth-pop, pop, indie, electronic",french,01:33-01:47,c_sB_207,different section of ref track,Ornella Vanoni - Innamorati A Milano,https://www.youtube.com/watch?v=SE1QGkWfmfg,yt,pop,italian,00:37-00:49,different section of ref track
c_208,human,HV,1,1,c_ref_208,C-0051752,Dollar - Love Street,https://www.youtube.com/watch?v=W55vl_Uspmc,"electronic, pop",english,00:36-00:47,c_sA_208,similar style/genre,Wouldn't It Be Nice - The Beach Boys,https://www.youtube.com/watch?v=dmcNbsLCpBQ,"rock, pop, pop rock",english,00:35-00:49,c_sB_208,C-0051752,Rex Smith - Love Street,https://www.youtube.com/watch?v=j9N7W2kXPA4,yt,pop,english,00:43-00:55,suggested song
c_209,human,HV,1,1,c_ref_209,C-0147922,Patty Duke - Ribbons And Roses,https://www.youtube.com/watch?v=9lDtxMv27Uw,"jazz, pop",english,01:20-01:35,c_sA_209,C-0147922,Patti Page - Ribbons And Roses,https://www.youtube.com/watch?v=XuUkx4KbaIA,"folk, world, country",english,01:26-01:42,c_sB_209,suggested song,Petula Clark - Downtown,https://www.youtube.com/watch?v=G8lk4ZTnbuc,yt,"pop, pop rock, rock",english,01:03-01:17,suggested song
c_210,human,HV,1,1,c_ref_210,C-0121759,Valeria - A Fuego Lento,https://www.youtube.com/watch?v=rfOEQyZ_BFI,jazz,spanish,00:49-01:04,c_sA_210,same artist as B,Rosana - Pa' Calor,https://www.youtube.com/watch?v=uo-gMUAYfpo,"rock, latin, pop",spanish,00:54-01:04,c_sB_210,C-0121759,Rosana - A Fuego Lento,https://www.youtube.com/watch?v=oZPoHbEEmnU,yt,"latin, pop",spanish,00:49-01:04,same artist as B
c_211,human,HP,0,1,c_ref_211,smp_ac_22,Saito Yuki - Jeongyeol,https://www.youtube.com/watch?v=HA5lfZAKytA,pop,japanese,01:33-01:39,c_sA_211,smp_ac_22,Byeon Jin Seop - Laura,https://www.youtube.com/watch?v=v62Fi5R1xRw,pop,korean,01:16-01:23,c_sB_211,same style/genre,Only thing to give you is love - Byun Jin Sub,https://www.youtube.com/watch?v=4a_Y8wObOAM,yt,"pop, ballad",korean,01:13-01:23,same style/genre
c_212,human,HP,0,1,c_ref_212,smp_ac_20,Saito Yuki - Jeongyeol,https://www.youtube.com/watch?v=HA5lfZAKytA,pop,japanese,01:02-01:09,c_sA_212,same artist as ref,卒業 - Yuki Saito,https://www.youtube.com/watch?v=8eLxRuhpcWM,pop,japanese,00:25-00:33,c_sB_212,smp_ac_20,Byeon Jin Seop - Laura,https://www.youtube.com/watch?v=v62Fi5R1xRw,yt,pop,korean,00:52-00:59,same artist as ref
c_213,human,HP,0,1,c_ref_213,smp_ac_69,Bobby Brown - Humpin Around,https://www.youtube.com/watch?v=PGoDNmLDnRM,"r&b, soul",english,02:14-02:22,c_sA_213,smp_ac_69,Lee Seung Cheol - Banghwang,https://www.youtube.com/watch?v=GYXT0ggqK94,pop,korean,03:08-03:16,c_sB_213,same artist as A,Lee Seung Chul(이승철) - It's Rainy Day(비가 와),https://www.youtube.com/watch?v=Kp1Te7_3T7k,yt,rock,korean,01:06-01:16,same artist as A
c_214,human,HP,0,1,c_ref_214,smp_ac_71,Me Espere - Casiopea,https://www.youtube.com/watch?v=QQnZ19uMaTE,jazz,japanese,00:18-00:26,c_sA_214,suggested song,Sade - Smooth Operator,https://www.youtube.com/watch?v=mRNcPbCJNJ8,"jazz, pop, bossa nova",english,00:29-00:36,c_sB_214,smp_ac_71,Lee Seung Cheol - Chinguui Chingureul Saranghaenne,https://www.youtube.com/watch?v=0dw3u6AwidE,yt,pop,korean,00:20-00:31,suggested song
c_215,human,HP,0,0,c_ref_215,smp_ac_70,Me Espere - Casiopea,https://www.youtube.com/watch?v=QQnZ19uMaTE,jazz,japanese,00:10-00:18,c_sA_215,smp_ac_70,Lee Seung Cheol - Chinguui Chingureul Saranghaenne,https://www.youtube.com/watch?v=0dw3u6AwidE,pop,korean,00:00-00:10,c_sB_215,same artist as A,안녕이라고 말하지마 (안녕이라고 말하지마),https://www.youtube.com/watch?v=1Ijn2mYTZsc,yt,"pop, ballad",korean,00:00-00:11,same artist as A
c_216,human,HP,0,1,c_ref_216,smp_ac_103,The Police - Every Breath You Take,https://www.youtube.com/watch?v=OMOGaugKpzs,"new wave, pop rock, rock",english,02:31-02:44,c_sA_216,same artist as ref,The Police - Don't Stand So Close To Me,https://www.youtube.com/watch?v=KNIZofPB8ZM,"new wave, rock, reggae",english,01:47-01:59,c_sB_216,smp_ac_103,Puff Daddy [feat. Faith Evans & 112] - I'll Be Missing You,https://www.youtube.com/watch?v=NKMtZm2YuBE,yt,"r&b, rap, hip-hop",english,02:33-02:48,same artist as ref
c_217,human,HP,0,1,c_ref_217,smp_ac_61,Whitney Houston - I Know Him So Well,https://www.youtube.com/watch?v=UomwE7tYfTI,"pop, ballad",english,03:47-03:56,c_sA_217,same artist as B,Gangnam Children (강남 어린이),https://www.youtube.com/watch?v=5qw-g4swSxI,"pop, ballad, folk, rock",korean,01:06-01:17,c_sB_217,smp_ac_61,내사랑인걸,https://www.youtube.com/watch?v=MaUMlEqZdcs,yt,"ballad, pop",korean,03:37-03:43,same artist as B
c_218,human,HP,0,1,c_ref_218,smp_ac_54,Taj Mahal - Jorge Ben,https://www.youtube.com/watch?v=PaBkFpYYeGU,"latin, funk",portuguese,01:25-01:31,c_sA_218,smp_ac_54,Rod Stewart - Da Ya Think I'm Sexy?,https://www.youtube.com/watch?v=Hphwfq1wLJs,"disco, rock",english,01:53-02:01,c_sB_218,same artist as ref,Rod Stewart - Young Turks,https://www.youtube.com/watch?v=zQ41hqlV0Kk,yt,"synth-pop, pop, new wave",english,01:06-01:15,same artist as ref
c_219,human,HP,0,1,c_ref_219,smp_ac_118,Right Said Fred - I'm Too Sexy,https://www.youtube.com/watch?v=P5mtclwloEQ,"pop, dance",english,02:08-02:15,c_sA_219,suggested song,Aqua - Barbie Girl,https://www.youtube.com/watch?v=ZyhrYis509A,"pop, dance",english,01:25-01:32,c_sB_219,different section of ref track,Right Said Fred - I'm Too Sexy,https://www.youtube.com/watch?v=P5mtclwloEQ,yt,"pop, dance",english,02:15-02:25,different section of ref track
c_220,human,HP,0,1,c_ref_220,smp_ac_62,Goodbye day - Takao Kisugi,https://www.youtube.com/watch?v=NZWei819Xbw,"pop, rock",japanese,03:17-03:25,c_sA_220,same style/genre,the moon of Seoul (서울의 달) · Kim Gun Mo,https://www.youtube.com/watch?v=PkkPAEHHv58,"pop, blues",korean,00:31-00:41,c_sB_220,smp_ac_62,Choi Seong Su - Naui Seulpeume Geudaeneun Tain,https://www.youtube.com/watch?v=gzZz3JiNd_M,yt,"pop, folk, world, country, ballad",korean,03:10-03:19,same style/genre
c_221,human,HP,0,1,c_ref_221,smp_ac_124,Neil Innes - How Sweet to Be an Idiot,https://www.youtube.com/watch?v=P_OPpfaFlUI,"rock, pop",english,01:05-01:18,c_sA_221,smp_ac_124,Oasis - Whatever,https://www.youtube.com/watch?v=ad9D41WzkEQ,"rock, pop, pop rock",english,01:15-01:24,c_sB_221,same artist as ref,Neil Innes - Drama on a Saturday Night,https://www.youtube.com/watch?v=-ifTFOeSpUk,yt,"rock, pop, pop rock, folk",english,01:05-01:17,same artist as ref
c_222,human,HP,0,1,c_ref_222,smp_ac_21,Saito Yuki - Jeongyeol,https://www.youtube.com/watch?v=HA5lfZAKytA,pop,japanese,03:25-03:32,c_sA_222,same artist as ref,斉藤由貴「卒業」MV,https://www.youtube.com/watch?v=iTQWXqAbO-Y,pop,japanese,02:49-02:58,c_sB_222,smp_ac_21,Byeon Jin Seop - Laura,https://www.youtube.com/watch?v=v62Fi5R1xRw,yt,pop,korean,02:42-02:49,same artist as ref
c_223,human,HP,0,1,c_ref_223,smp_ac_37,Sweet Little Sixteen - Chuck Berry,https://www.youtube.com/watch?v=zwgM-3mr3DI,"rock, rock and roll, blues",english,02:02-02:12,c_sA_223,smp_ac_37,Surfin USA - The Beach Boys,https://www.youtube.com/watch?v=KcZn05qxVgg,"rock, rock and roll, pop",english,01:16-01:25,c_sB_223,different section of ref track,Sweet Little Sixteen - Chuck Berry,https://www.youtube.com/watch?v=zwgM-3mr3DI,yt,"rock, rock and roll, blues",english,00:51-01:01,different section of ref track
c_224,human,HP,0,1,c_ref_224,smp_ac_1,Gareth Gates - Listen to My Heart,https://www.youtube.com/watch?v=MsyJHwGN7js,"pop, ballad",english,01:03-01:15,c_sA_224,same artist as ref,Gareth Gates - Unchained Melody,https://www.youtube.com/watch?v=1ZkBdoROXr0,pop,english,00:31-00:41,c_sB_224,smp_ac_1,Sorichyeo - Lee Seung Chul,https://www.youtube.com/watch?v=NtYtadH2s4E,yt,"pop, ballad",korean,01:40-01:52,same artist as ref
c_225,human,HP,0,0,c_ref_225,smp_ac_75,Me Espere - Casiopea,https://www.youtube.com/watch?v=QQnZ19uMaTE,jazz,japanese,02:07-02:16,c_sA_225,same artist as ref,Princess Moon - Casiopea,https://www.youtube.com/watch?v=P9QO217j3DE,"jazz, rock",-,03:05-03:15,c_sB_225,smp_ac_75,Lee Seung Cheol - Chinguui Chingureul Saranghaenne,https://www.youtube.com/watch?v=0dw3u6AwidE,yt,pop,korean,02:02-02:12,same artist as ref
c_226,human,HP,0,1,c_ref_226,smp_ac_26,Edith Piaf - Hymne à l'amour ,https://www.youtube.com/watch?v=sgBldNsK-xw,pop,french,01:47-1:59,c_sA_226,same artist as ref,"Edith Piaf - Non, je ne regrette rien",https://www.youtube.com/watch?v=4r454dad7tc,pop,french,01:25-01:35,c_sB_226,smp_ac_26,Shin In Su - Jangmiui Miso,https://www.youtube.com/watch?v=wf5XPn1D_3w,yt,pop,korean,01:58-02:06,same artist as ref
c_227,human,HP,0,1,c_ref_227,smp_ac_48,FAKE LOVE - BTS,https://www.youtube.com/watch?v=7C2z4GqqS5E,"hip-hop, rock, pop","korean, japanese",01:33-01:44,c_sA_227,same style/genre,홍진영] HONGJINYOUNG 사랑은 꽃잎처럼 (Love is like a petal),https://www.youtube.com/watch?v=aTx5trrmYCQ,pop,korean,01:39-01:50,c_sB_227,smp_ac_48,Seiell - Scenne Nenne MV (Plagiat BTS Fake Love),https://www.youtube.com/watch?v=6yYV9pHhDHI,yt,pop,italian,01:43-01:54,same style/genre
c_228,human,HP,0,1,c_ref_228,smp_ac_49,FAKE LOVE - BTS,https://www.youtube.com/watch?v=7C2z4GqqS5E,"hip-hop, rock, pop","korean, japanese",01:21-01:31,c_sA_228,smp_ac_49,Seiell - Scenne Nenne MV (Plagiat BTS Fake Love),https://www.youtube.com/watch?v=6yYV9pHhDHI,pop,italian,01:31-01:42,c_sB_228,same artist as ref,DNA - BTS,https://www.youtube.com/watch?v=MBdVXkSdhwU,yt,pop,korean,01:28-01:35,same artist as ref
c_229,human,HP,0,1,c_ref_229,smp_ac_2,Maroon 5 - This Love (Official Music Video),https://www.youtube.com/watch?v=XPpTgCho5ZA,"rock, pop rock",english,01:52-02:01,c_sA_229,smp_ac_2,이승기(Lee Seung Gi) 가면 (가사 첨부),https://www.youtube.com/watch?v=LXW2yw8Ttbg,"pop, ballad",korean,02:02-02:09,c_sB_229,same artist as A,이승기(Lee Seung Gi) 가면 (가사 첨부),https://www.youtube.com/watch?v=LXW2yw8Ttbg,yt,"pop, ballad",korean,02:39-02:49,same artist as A
c_230,human,HP,0,0,c_ref_230,smp_ac_19,Saito Yuki - Jeongyeol,https://www.youtube.com/watch?v=HA5lfZAKytA,pop,-,00:00-00:07,c_sA_230,smp_ac_19,Byeon Jin Seop - Laura,https://www.youtube.com/watch?v=v62Fi5R1xRw,pop,-,00:08-00:15,c_sB_230,same style/genre,Like the Birds - Byun Jin Sub,https://www.youtube.com/watch?v=AXOz7f9GAzU,yt,"pop, ballad",-,00:03-00:08,same style/genre
c_231,human,HV,0,1,c_ref_231,C-0099755,Hugh Masekela - Child Of The Earth,https://www.youtube.com/watch?v=GySK41zXKyU&embeds_referring_euri=http%3A%2F%2F43.0.66.45%3A8501%2F&source_ve_path=MTc4NDI0,"jazz, funk, soul",english,01:15-01:25,c_sA_231,C-0099755,Poncho Sanchez - Child Of The Earth,https://www.youtube.com/watch?v=aHOlEdvuyrw,"jazz, latin",english,01:50-02:01,c_sB_231,same artist as A,Mambo De Cuco - Poncho Sanchez,https://www.youtube.com/watch?v=wb1vh_PKgrE,yt,"jazz, latin, funk, soul",spanish,00:29-00:39,same artist as A
c_232,human,HV,0,0,c_ref_232,C-0099755,Hugh Masekela - Child Of The Earth,https://www.youtube.com/watch?v=GySK41zXKyU&embeds_referring_euri=http%3A%2F%2F43.0.66.45%3A8501%2F&source_ve_path=MTc4NDI0,"jazz, funk, soul",english,00:19-00:32,c_sA_232,same artist as ref,Colonial Man - Hugh Masekela,https://www.youtube.com/watch?v=xCyQT4zfsgE,"jazz, soul, funk, folk, country, world",-,00:15-00:26,c_sB_232,C-0099755,Poncho Sanchez - Child Of The Earth,https://www.youtube.com/watch?v=aHOlEdvuyrw,yt,"jazz, latin",english,00:09-00:18,same artist as ref
c_233,human,HV,0,1,c_ref_233,C-0218677,Eileen - Une Grenouille Dans Le Vent,https://www.youtube.com/watch?v=vvmkpOX8f3c,"rock, pop",french,01:24-01:34,c_sA_233,same artist as ref,Eileen - Le métro de Boston,https://www.youtube.com/watch?v=K5HEChpVAwg,"rock, pop",french,00:48-01:03,c_sB_233,C-0218677,Dominique Michel - Une Grenouille Dans Le Vent,https://www.youtube.com/watch?v=WcxABKfglao,yt,"electronic, pop, folk, world, country",french,01:31-01:39,same artist as ref
c_234,human,HV,0,1,c_ref_234,C-0110427,Trini Lopez - I'm Coming Home Cindy,https://www.youtube.com/watch?v=WVg2qI7NowQ,rock,english,00:48-00:59,c_sA_234,C-0110427,Les & Larry Elgart - I'm Coming Home Cindy,https://www.youtube.com/watch?v=ESVPqB8Rpec,"jazz, pop",-,00:45-00:55,c_sB_234,different section of ref track,Trini Lopez - I'm Coming Home Cindy,https://www.youtube.com/watch?v=WVg2qI7NowQ,yt,rock,english,01:05-01:15,different section of ref track
c_235,human,HV,0,1,c_ref_235,C-0110427,Trini Lopez - I'm Coming Home Cindy,https://www.youtube.com/watch?v=WVg2qI7NowQ,rock,english,01:33-01:42,c_sA_235,same artist as ref,If I Had A Hammer - Trini Lopez,https://www.youtube.com/watch?v=ubkNVXApNvU,"rock, pop rock",english,00:52-01:02,c_sB_235,C-0110427,Les & Larry Elgart - I'm Coming Home Cindy,https://www.youtube.com/watch?v=ESVPqB8Rpec,yt,"jazz, pop",-,01:18-01:27,same artist as ref
c_236,human,HV,0,1,c_ref_236,C-0056576,Ornella Vanoni - Innamorati A Milano,https://www.youtube.com/watch?v=SE1QGkWfmfg,pop,italian,00:41-00:55,c_sA_236,C-0056576,Rossano - Innamorati A Milano,https://www.youtube.com/watch?v=JCTXhY81O3E,pop,italian,00:18-00:28,c_sB_236,same artist as ref,L'appuntamento - Orenella Vanoni,https://www.youtube.com/watch?v=HoVtkO0Ep3k,yt,pop,italian,02:05-02:12,same artist as ref
c_237,human,HV,0,1,c_ref_237,C-0209223,"Ada Montellanico Quartetto, Enrico Rava - Tu Non Hai Capito Niente",https://www.youtube.com/watch?v=1RMMjDwOmLw,jazz,italian,02:50-02:58,c_sA_237,different section of ref track,"Ada Montellanico Quartetto, Enrico Rava - Tu Non Hai Capito Niente",https://www.youtube.com/watch?v=1RMMjDwOmLw,jazz,italian,01:05-01:17,c_sB_237,C-0209223,Ornella Vanoni - Tu Non Hai Capito Niente,https://www.youtube.com/watch?v=0v4241RkTCg,yt,pop,italian,00:47-00:58,different section of ref track
c_238,human,HV,0,1,c_ref_238,C-0051752,Dollar - Love Street,https://www.youtube.com/watch?v=W55vl_Uspmc,"electronic, pop",english,00:54-01:04,c_sA_238,C-0051752,Rex Smith - Love Street,https://www.youtube.com/watch?v=j9N7W2kXPA4,pop,english,01:06-01:17,c_sB_238,similar style/genre,California Dreamin' - the Mama's and the Papa's,https://www.youtube.com/watch?v=oU6uUEwZ8FM,yt,"pop, folk, rock",english,00:42-00:54,same style/genre
c_239,human,HV,0,1,c_ref_239,C-0138688,Natalie Cole - Snowfall On The Sahara,https://www.youtube.com/watch?v=YRCX0N4tCec,"electronic, jazz, funk, soul",english,01:23-01:34,c_sA_239,same artist as ref,This Will Be - Natalie Cole,https://www.youtube.com/watch?v=rbaoKL1Ei0c,"soul, funk, pop",english,00:32-00:46,c_sB_239,C-0138688,Cliff Richard - Snowfall On The Sahara,https://www.youtube.com/watch?v=xvAcDVI4mxU,yt,pop,english,01:22-01:33,same artist as ref
c_240,human,HV,0,1,c_ref_240,C-0209223,"Ada Montellanico Quartetto, Enrico Rava - Tu Non Hai Capito Niente",https://www.youtube.com/watch?v=1RMMjDwOmLw,jazz,italian,01:01-01:09,c_sA_240,C-0209223,Ornella Vanoni - Tu Non Hai Capito Niente,https://www.youtube.com/watch?v=0v4241RkTCg,pop,italian,00:54-01:12,c_sB_240,different section of ref track,"Ada Montellanico Quartetto, Enrico Rava - Tu Non Hai Capito Niente",https://www.youtube.com/watch?v=1RMMjDwOmLw,yt,jazz,italian,02:35-02:47,different section of ref track
c_241,human,HV,0,1,c_ref_241,C-0138688,Natalie Cole - Snowfall On The Sahara,https://www.youtube.com/watch?v=YRCX0N4tCec,"electronic, jazz, funk, soul",english,01:58-02:09,c_sA_241,another song from ref,Angel On My Shoulder - Natalie Cole,https://www.youtube.com/watch?v=lromNgcXhA8,"pop, ballad",english,02:17-02:28,c_sB_241,C-0138688,Cliff Richard - Snowfall On The Sahara,https://www.youtube.com/watch?v=xvAcDVI4mxU,yt,pop,english,01:56-02:08,same artist as ref
c_242,human,HV,0,1,c_ref_242,C-0147922,Patty Duke - Ribbons And Roses,https://www.youtube.com/watch?v=9lDtxMv27Uw,"jazz, pop",english,00:08-00:15,c_sA_242,different section of ref track,Patty Duke - Ribbons And Roses,https://www.youtube.com/watch?v=9lDtxMv27Uw,"jazz, pop",english,00:34-00:45,c_sB_242,C-0147922,Patti Page - Ribbons And Roses,https://www.youtube.com/watch?v=XuUkx4KbaIA,yt,"folk, world, country",english,00:08-00:21,different section of ref track
c_243,human,HV,0,1,c_ref_243,C-0121759,Valeria - A Fuego Lento,https://www.youtube.com/watch?v=rfOEQyZ_BFI,jazz,spanish,00:33-00:48,c_sA_243,C-0121759,Rosana - A Fuego Lento,https://www.youtube.com/watch?v=oZPoHbEEmnU,"latin, pop",spanish,00:33-00:48,c_sB_243,different section of ref track,Valeria - A Fuego Lento,https://www.youtube.com/watch?v=rfOEQyZ_BFI,yt,jazz,spanish,01:21-01:36,different section of ref track
c_244,human,HV,0,1,c_ref_244,C-0084934,Mark Kozelek - New Partner,https://www.youtube.com/watch?v=uWD1UXkF0eM,rock,english,01:14-01:26,c_sA_244,C-0084934,The Frames - New Partner,https://www.youtube.com/watch?v=2Hi-JvkAEUk,rock,english,01:27-01:37,c_sB_244,same artist as ref,You Missed My Heart - Mark Kozelek,https://www.youtube.com/watch?v=yeN68JQpejo,yt,"rock, electronic, indie",english,02:07-02:18,same artist as ref
c_245,human,HV,0,1,c_ref_245,C-0076789,Jethro Tull - Thick As A Brick,https://www.youtube.com/watch?v=-UoZxyFPLBw,rock,english,00:23-00:30,c_sA_245,C-0076789,Andreas Geffarth - Thick As A Brick,https://www.youtube.com/watch?v=103_iWs4fMM,"pop, folk, world, country",english,00:27-00:34,c_sB_245,same artist as ref,Locomotive Breath - Jethro Tull,https://www.youtube.com/watch?v=OyyQ2XRPOnI,yt,"folk, rock",english,02:32-02:41,same artist as ref
c_246,human,HV,0,1,c_ref_246,C-0076789,Jethro Tull - Thick As A Brick,https://www.youtube.com/watch?v=-UoZxyFPLBw,rock,english,01:34-01:48,c_sA_246,different section of ref track,Jethro Tull - Thick As A Brick,https://www.youtube.com/watch?v=-UoZxyFPLBw,rock,english,01:27-01:33,c_sB_246,C-0076789,Andreas Geffarth - Thick As A Brick,https://www.youtube.com/watch?v=103_iWs4fMM,yt,"pop, folk, world, country",english,01:35-01:49,different section of ref track
c_247,human,HV,0,1,c_ref_247,C-0195410,Neil Ray - Big Fanny,https://www.youtube.com/watch?v=pV8HqkopbRg,"folk, world, country",english,01:23-01:33,c_sA_247,C-0195410,"Dave Dudley, Charlie Douglas - Big Fanny",https://www.youtube.com/watch?v=FxF8UFhfRqA,"folk, world, country",english,01:23-01:33,c_sB_247,same artist as ref,Neil Ray - The Medic,https://www.youtube.com/watch?v=SjxU_FW58X0,yt,"folk, world, country",english,00:54-01:06,same artist as ref
c_248,human,HV,0,1,c_ref_248,C-0195410,Neil Ray - Big Fanny,https://www.youtube.com/watch?v=pV8HqkopbRg,"folk, world, country",english,01:59-02:08,c_sA_248,same style/genre,C. B. Savage - Rod Hart,https://www.youtube.com/watch?v=j9fUcR6KhGE&list=RDj9fUcR6KhGE,"folk, world, country",english,00:48-01:01,c_sB_248,C-0195410,"Dave Dudley, Charlie Douglas - Big Fanny",https://www.youtube.com/watch?v=FxF8UFhfRqA,yt,"folk, world, country",english,01:59-02:10,same style/genre
c_249,human,HV,0,1,c_ref_249,C-0314695,Lizzie Miles - Shootin' Star Blues,https://www.youtube.com/watch?v=UU0vP_7yfVI,"jazz, blues",english,00:42-00:52,c_sA_249,C-0314695,Martha Copeland - Shootin' Star Blues,https://www.youtube.com/watch?v=ZyhAEsBPuC4,blues,english,00:31-00:41,c_sB_249,same artist as ref,Lizzie Miles - Bill Bailey,https://www.youtube.com/watch?v=I37MjtjfgPs&list=RDcEKURFGcOOc,yt,"jazz, blues",english,00:41-00:58,same artist as ref
c_250,human,HV,0,1,c_ref_250,C-0314695,Lizzie Miles - Shootin' Star Blues,https://www.youtube.com/watch?v=UU0vP_7yfVI,"jazz, blues",english,01:46-01:57,c_sA_250,different section of ref track,Lizzie Miles - Shootin' Star Blues,https://www.youtube.com/watch?v=UU0vP_7yfVI,"jazz, blues",english,01:15-01:24,c_sB_250,C-0314695,Martha Copeland - Shootin' Star Blues,https://www.youtube.com/watch?v=ZyhAEsBPuC4,yt,blues,english,01:53-02:03,different section of ref track
c_251,ai,AS,0,0,c_ref_251,electronic,fma_71821_electronic,stimuli/ai-gen-samples/fma/selected_samples/71821_electronic.wav,electronic,-,00:00-00:10,c_sA_251,electronic,fma_71821_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71821_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_251,electronic,fma_71821_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71821_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_252,ai,AS,0,0,c_ref_252,electronic,fma_71822_electronic,stimuli/ai-gen-samples/fma/selected_samples/71822_electronic.wav,electronic,-,00:00-00:10,c_sA_252,electronic,fma_71822_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/71822_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_252,electronic,fma_71822_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/71822_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_253,ai,AS,0,0,c_ref_253,electronic,fma_71823_electronic,stimuli/ai-gen-samples/fma/selected_samples/71823_electronic.wav,electronic,-,00:00-00:10,c_sA_253,electronic,fma_71823_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71823_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_253,electronic,fma_71823_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71823_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_254,ai,AS,0,0,c_ref_254,electronic,fma_72068_electronic,stimuli/ai-gen-samples/fma/selected_samples/72068_electronic.wav,electronic,-,00:00-00:10,c_sA_254,electronic,fma_72068_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/72068_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_254,electronic,fma_72068_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/72068_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_255,ai,AS,0,0,c_ref_255,electronic,fma_72073_electronic,stimuli/ai-gen-samples/fma/selected_samples/72073_electronic.wav,electronic,-,00:00-00:10,c_sA_255,electronic,fma_72073_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/72073_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_255,electronic,fma_72073_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/72073_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_256,ai,AS,0,0,c_ref_256,electronic,fma_76656_electronic,stimuli/ai-gen-samples/fma/selected_samples/76656_electronic.wav,electronic,-,00:00-00:10,c_sA_256,electronic,fma_76656_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/76656_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_256,electronic,fma_76656_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/76656_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_257,ai,AS,0,0,c_ref_257,electronic,fma_86156_electronic,stimuli/ai-gen-samples/fma/selected_samples/86156_electronic.wav,electronic,-,00:00-00:10,c_sA_257,electronic,fma_86156_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/86156_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_257,electronic,fma_86156_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/86156_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
